"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2015;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2019;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2020;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2021;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2022;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2023;[zł]";"gminy łącznie z miastami na prawach powiatu;wydatki majątkowe inwestycyjne;2024;[zł]";
3010062;"Krzymów (2)";1761379,26;1720582,29;1661208,52;2808204,46;2589596,82;4937363,26;3616189,76;13075667,20;6365434,07;21823207,16;
3010073;"Rychwał (3)";1708633,71;1287234,91;3146193,32;7255729,10;5309726,32;3777569,26;3759208,46;5556541,19;14160398,23;21637946,74;
3010082;"Rzgów (2)";1483518,95;3606277,80;6494384,46;15522001,13;10596042,47;10696119,81;5396163,12;21928900,61;13233711,51;18321507,91;
3010092;"Skulsk (2)";1725179,60;1232667,19;1149092,35;2265125,98;1741790,25;2716157,32;3447337,56;7329725,14;25863305,34;13358914,72;
3010103;"Sompolno (3)";4944581,17;2361602,42;5383209,75;6074883,88;2803535,78;3917861,21;4180155,21;9030183,42;12417953,38;16361918,38;
3010112;"Stare Miasto (2)";4542542,15;2387598,12;3919583,29;7855566,09;8129700,21;6092613,18;8275734,84;14261390,94;10526155,09;19481289,11;
3010123;"Ślesin (3)";11810195,49;7077221,99;7881710,74;7798240,07;7254066,75;9660541,83;9207099,70;9854444,60;21307795,86;17907027,70;
3010132;"Wierzbinek (2)";3635164,67;2473067,34;5492044,65;20300639,79;7631133,61;3820487,25;9975964,61;10294274,34;30302975,46;20565600,01;
3010142;"Wilczyn (2)";2309702,76;2131164,83;4667853,31;7417357,37;751023,51;2065846,84;1265480,08;3771796,54;7440258,30;17111034,03;
3011000;"Powiat kościański";32731765,35;46154823,69;73793149,52;98360278,85;74502190,03;67610465,04;83715365,79;86986421,95;96428764,02;92355289,84;
3011011;"Kościan (1)";7918028,80;9280738,45;8292929,70;11488432,05;16369852,83;15554309,78;26183040,24;20327972,00;17939498,84;13787314,33;
3011023;"Czempiń (3)";2418339,53;7743624,74;15015964,94;36091633,56;7223502,38;12676957,44;18412727,94;21112691,97;23693420,65;34150213,44;
3011032;"Kościan (2)";13732253,73;12934402,66;21965332,30;16401053,96;31019089,89;26224194,86;27069838,25;31946229,84;24851291,28;19946838,39;
3011043;"Krzywiń (3)";3496887,57;3567942,91;12618315,91;25165442,35;9719115,19;6602077,29;2689792,77;7096306,84;18050391,26;16227833,11;
3011053;"Śmigiel (3)";5166255,72;12628114,93;15900606,67;9213716,93;10170629,74;6552925,67;9359966,59;6503221,30;11894161,99;8243090,57;
3012000;"Powiat krotoszyński";22897912,05;17521740,07;27854182,00;59077715,02;52964820,92;62989427,41;46531685,80;63835662,48;79860353,84;97415949,30;
3012011;"Sulmierzyce (1)";250349,70;983761,63;2103295,57;1989416,13;1068404,60;1069101,87;2886471,05;965009,69;5726786,63;9844590,47;
3012023;"Kobylin (3)";2585042,21;1843559,88;5317235,75;3420454,14;3280455,71;3537311,89;4059440,89;12733629,56;8422302,29;9511199,18;
3012033;"Koźmin Wielkopolski (3)";3881175,83;1692351,94;2856062,04;6554774,37;6052783,70;3951698,42;3980260,57;16688285,38;20490890,48;25888932,20;
3012043;"Krotoszyn (3)";14534595,97;9074662,43;11374442,53;32144663,29;37380397,82;44238099,15;17677633,30;16846839,19;21762742,53;33166036,10;
3012052;"Rozdrażew (2)";1314822,16;2835037,15;1463609,71;2610331,15;1664820,40;1618128,98;6372594,18;5878962,25;4720031,76;9917169,96;
3012063;"Zduny (3)";331926,18;1092367,04;4739536,40;12358075,94;3517958,69;8575087,10;11555285,81;10722936,41;18737600,15;9088021,39;
3013000;"Powiat leszczyński";23095045,26;27224316,28;71282146,46;112368603,89;44950731,00;47631501,11;53753376,61;77866841,98;149728131,50;123093417,05;
3013012;"Krzemieniewo (2)";1563304,02;1320146,97;18037884,66;17321167,50;2902306,90;8933540,69;4066202,83;7315974,95;16345673,93;10743227,68;
3013022;"Lipno (2)";2499719,23;2383460,55;5044553,54;6438660,59;5884114,31;7520601,77;6287410,37;8167543,53;33407364,96;33767006,95;
3013033;"Osieczna (3)";4789771,81;9708041,71;17497571,83;24812934,65;5114733,49;10884959,71;11170691,98;11077549,93;12984816,85;30610428,58;
3013043;"Rydzyna (3)";3961112,01;3846223,95;9227884,07;17944908,66;7080183,59;4774264,31;12585146,65;19213324,31;19835912,21;11037829,08;
3013052;"Święciechowa (2)";3064347,71;5882761,64;6524977,81;16945792,63;8648199,13;8805020,19;3592671,60;20044050,52;22478678,40;8700317,81;
3013062;"Wijewo (2)";4411602,83;849334,08;4582578,56;15716745,97;3091260,76;1437206,52;8029173,64;2951774,36;9352557,49;6731009,29;
3013072;"Włoszakowice (2)";2805187,65;3234347,38;10366695,99;13188393,89;12229932,82;5275907,92;8022079,54;9096624,38;35323127,66;21503597,66;
3014000;"Powiat międzychodzki";13267614,55;15073167,35;36711603,71;37409575,41;23564296,65;38930989,16;28785480,99;40002752,72;51004388,60;59709076,56;
3014012;"Chrzypsko Wielkie (2)";1257499,45;1728130,51;4755182,96;3442649,63;4030631,32;3185581,77;3576071,20;5868217,46;9702549,73;16433041,70;
3014022;"Kwilcz (2)";1828591,49;2307373,50;3200525,08;2454084,79;2719237,74;5973964,40;6115401,14;6677670,11;10749517,11;15004623,95;
3014033;"Międzychód (3)";8114212,90;8560311,82;17186190,87;14498113,55;11644921,00;21456047,75;9806429,00;20022880,72;17764082,64;20329260,63;
3014043;"Sieraków (3)";2067310,71;2477351,52;11569704,80;17014727,44;5169506,59;8315395,24;9287579,65;7433984,43;12788239,12;7942150,28;
3015000;"Powiat nowotomyski";36355995,26;34081396,35;59521207,11;58540944,36;53561994,48;65592726,08;55623306,86;60629382,65;93363069,49;115308596,07;
3015012;"Kuślin (2)";686304,97;1584106,94;1325545,79;1751492,44;4504469,04;6300520,26;3099358,16;5979003,33;2947994,90;10386692,99;
3015023;"Lwówek (3)";4773732,93;4531544,66;3478804,48;7127123,84;6153239,78;13837014,03;4333945,37;4747227,83;17494179,81;10152614,17;
3015032;"Miedzichowo (2)";3725121,28;745009,28;1379394,01;964503,74;3645056,09;4248741,92;4608684,30;9603221,18;8286138,07;10243039,55;
3015043;"Nowy Tomyśl (3)";3823507,07;8576277,01;32328914,71;24672660,80;17726654,69;11224835,09;17727652,15;21127219,40;28624702,09;37820603,28;
3015053;"Opalenica (3)";8803321,89;13051870,91;12152237,91;12411926,73;11660688,31;11771457,77;11071452,55;11943046,16;11549590,98;20986728,86;
3015063;"Zbąszyń (3)";14544007,12;5592587,55;8856310,21;11613236,81;9871886,57;18210157,01;14782214,33;7229664,75;24460463,64;25718917,22;
3016000;"Powiat obornicki";15105668,83;20516091,01;35674984,12;58366594,27;19079630,13;21904350,82;27973599,99;27827737,44;65091677,27;89572385,43;
3016013;"Oborniki (3)";9817091,25;11957668,91;18147008,70;34546965,40;13428674,09;9039189,06;13788448,72;12777656,34;36988261,63;46722877,78;
3016023;"Rogoźno (3)";3343435,34;5551085,30;4333434,97;17578454,87;3554233,24;9701515,86;8742920,54;6291077,67;15131844,32;28576638,66;
3016032;"Ryczywół (2)";1945142,24;3007336,80;13194540,45;6241174,00;2096722,80;3163645,90;5442230,73;8759003,43;12971571,32;14272868,99;
3017000;"Powiat ostrowski";74130712,17;84327182,22;95341797,18;135884922,92;139126513,81;122098357,44;102049982,00;178593345,97;195809360,33;205789988,77;
3017011;"Ostrów Wielkopolski (1)";27379222,19;37400419,31;41445303,03;44855781,51;59729225,30;56878877,21;37572831,87;78104618,80;49645002,45;46873124,15;
3017023;"Nowe Skalmierzyce (3)";11336341,04;17444228,02;13941048,23;16777644,08;13739021,97;9101525,39;10949943,80;16743417,59;23831465,81;20761766,47;
3017033;"Odolanów (3)";9938720,60;5757363,30;8606052,22;15668055,27;14096803,39;11626187,25;9673509,27;15369536,17;36913912,85;28330229,46;
3017042;"Ostrów Wielkopolski (2)";5827537,01;6995756,44;9683759,30;14484163,22;17489035,74;17878673,67;13978443,23;10585903,47;16587771,51;20739878,00;
3017052;"Przygodzice (2)";6276884,64;5141900,34;7280052,70;22045642,45;17875314,40;8299898,61;13582574,71;11043025,40;13634529,28;21382251,10;
3017063;"Raszków (3)";7216097,76;5225289,01;6011713,28;9192988,71;5116842,69;10309479,65;7433501,35;16147750,28;23317932,77;28867766,40;
3017072;"Sieroszewice (2)";2957395,78;2509351,68;5393903,82;7565162,48;3815457,13;4115827,99;5364448,56;6933902,66;16614874,65;13021652,88;
3017082;"Sośnie (2)";3198513,15;3852874,12;2979964,60;5295485,20;7264813,19;3887887,67;3494729,21;23665191,60;15263871,01;25813320,31;
3018000;"Powiat ostrzeszowski";17132174,74;18792014,50;25612502,23;56164517,65;51249015,11;37535172,37;40117440,95;80549129,34;76145068,45;109808797,99;
3018012;"Czajków (2)";913178,57;1196107,82;2101619,35;2535485,21;7085322,32;2733601,84;5437091,17;11344092,53;15956265,41;11709364,16;
3018022;"Doruchów (2)";985913,54;1382925,45;2638886,85;7468124,15;6199718,65;3353362,19;4934483,99;11657062,29;6263780,56;14959588,60;
3018033;"Grabów nad Prosną (3)";2314040,00;1225038,17;2405118,18;3180590,42;5620523,71;2941039,45;8666814,33;15689166,58;5889096,04;11984907,07;
3018042;"Kobyla Góra (2)";3668506,08;4453662,13;5610775,36;2825387,15;5537754,75;10453330,46;3243359,46;12021134,75;3719499,86;24762194,94;
3018052;"Kraszewice (2)";1504297,35;1073587,95;2697486,57;7522880,46;10335697,59;4573404,64;2636186,39;9235083,30;7107018,82;9729402,64;
3018063;"Mikstat (3)";2977981,00;2532397,11;2324519,70;3012644,48;4639783,15;3174826,74;5763650,43;9047893,08;10674191,15;13401255,59;
3018073;"Ostrzeszów (3)";4768258,20;6928295,87;7834096,22;29619405,78;11830214,94;10305607,05;9435855,18;11554696,81;26535216,61;23262084,99;
3019000;"Powiat pilski";52376779,40;43183423,97;77023699,79;95004092,08;81012683,69;81811981,26;74296751,24;118635308,31;175113791,24;226772006,21;
3019011;"Piła (1)";33565934,86;22055499,79;42840160,76;46426841,92;28575550,34;41727028,62;37377177,09;57973895,63;75132618,91;87608939,62;
3019022;"Białośliwie (2)";1113941,84;1145829,44;1837174,66;3498167,32;9980660,03;3170430,00;1599127,00;1589445,70;8911244,13;16836349,40;
3019032;"Kaczory (2)";2879623,25;5941015,52;8901680,16;8427300,02;4083260,10;4522316,10;5553700,53;;;;
3019033;"Kaczory (3)";;;;;;;;11528995,90;9414743,43;17243091,70;
3019043;"Łobżenica (3)";2255980,28;3283743,41;5422367,95;3428974,39;5590266,73;10829856,50;7902053,56;5637066,22;10605820,18;27044850,70;
3019052;"Miasteczko Krajeńskie (2)";1276822,24;1044339,41;599597,68;1652288,08;7747747,73;3339610,07;679879,64;2780372,18;;;
3019053;"Miasteczko Krajeńskie (3)";;;;;;;;;5108924,96;13026159,51;
3019062;"Szydłowo (2)";3443106,82;3012362,90;3780671,87;7921988,39;7403566,44;11898028,52;7250469,13;12869546,26;23450977,56;28755759,62;
3019073;"Ujście (3)";2610531,44;3079402,82;5418306,14;8936034,00;4037271,28;2506063,17;3948091,50;10179119,63;15136679,61;12681815,17;
3019083;"Wyrzysk (3)";4187856,96;2213277,78;4765574,72;7119342,16;12017044,68;2683645,73;5306684,32;7182424,88;14916937,01;8796173,86;
3019093;"Wysoka (3)";1042981,71;1407952,90;3458165,85;7593155,80;1577316,36;1135002,55;4679568,47;8894441,91;12435845,45;14778866,63;
3020000;"Powiat pleszewski";22153384,47;22165874,14;45247802,81;81573948,21;50383078,07;43203235,25;36804685,52;67073068,64;76297497,86;87030718,71;
3020013;"Chocz (3)";1144145,08;1751062,44;2838826,63;7498917,82;10638448,83;7780869,32;2568234,61;6821090,55;3568237,41;13024701,19;
3020022;"Czermin (2)";781329,01;1557889,52;4703507,60;6680646,03;942968,41;4694676,76;4558242,20;7958300,24;4098614,33;13049649,29;
3020033;"Dobrzyca (3)";3552962,45;3244786,05;8941371,97;11120846,83;4296025,03;4630637,72;3730583,97;6418949,26;14258217,33;10558801,76;
3020042;"Gizałki (2)";1568362,69;1309969,69;4864850,70;8228619,58;6994223,42;5596895,26;4730821,51;7879790,79;9822745,25;10222435,65;
3020052;"Gołuchów (2)";3189410,48;5315822,76;5712332,71;15294879,18;4952174,09;8567750,00;8342851,44;9444008,74;10734070,72;17240637,23;
3020063;"Pleszew (3)";11917174,76;8986343,68;18186913,20;32750038,77;22559238,29;11932406,19;12873951,79;28550929,06;33815612,82;22934493,59;
3021000;"Powiat poznański";286339898,48;303902590,76;392700228,19;541547330,93;478493424,88;445237166,04;425400002,92;558011009,37;758314930,14;754959379,83;
3021011;"Luboń (1)";11583194,13;7866620,61;15408814,58;18899680,55;34281196,16;20322177,35;15357390,72;30319657,27;38502002,27;30281335,70;
3021021;"Puszczykowo (1)";4578620,46;7321383,33;9804642,93;17283403,18;12837910,31;12945243,23;3887616,02;12911731,44;11649517,73;15605892,56;
3021033;"Buk (3)";6681745,10;6947676,20;8281696,11;16934556,88;5841743,12;10059739,45;19173033,32;17579446,48;17873210,43;33222039,81;
3021042;"Czerwonak (2)";18256825,86;21702332,46;23187184,40;35917711,89;33871821,39;25614722,02;27255940,19;55138635,17;46026700,22;50736015,21;
3021052;"Dopiewo (2)";24426892,40;27256139,10;19166618,11;41682580,19;34261832,38;36073489,73;31027040,44;49933004,22;58507758,79;69545351,12;
3021062;"Kleszczewo (2)";5924761,33;3306793,62;2601245,71;16823596,50;9458628,16;19915192,41;13906723,63;17888577,84;33477876,36;30826308,47;
3021072;"Komorniki (2)";24708181,59;37318691,43;35032829,41;41325436,34;52088678,07;40396424,22;39164158,07;65959338,06;81735828,63;57441803,03;
3021083;"Kostrzyn (3)";14044173,95;11155696,91;17033286,32;32697197,90;18782802,31;29838777,18;24979179,91;28253465,89;20299705,18;45673075,26;
3021093;"Kórnik (3)";38182323,87;22428296,92;32501709,45;48615105,79;28453399,44;28773255,72;38211035,98;34400128,99;75595475,89;48372165,25;
3021103;"Mosina (3)";14882550,79;11050599,12;26607401,76;27812315,19;18721451,45;38563995,70;23345156,19;20685325,59;31685080,36;20570325,94;
3021113;"Murowana Goślina (3)";6742226,87;8858789,90;5959708,33;7367776,51;4214679,65;6506363,69;4820844,92;7461606,67;7097757,74;22981935,65;
3021123;"Pobiedziska (3)";7622961,38;11924258,20;17695447,98;51559540,74;4843243,67;8902961,47;14684337,28;18751505,02;34741603,55;33636865,82;
3021132;"Rokietnica (2)";6814956,17;11958940,21;18540872,02;24112021,64;16821003,27;24544069,17;22208090,29;22153029,10;29513895,54;15574026,32;
3021143;"Stęszew (3)";7184959,85;8657430,30;11680729,97;18277118,61;7164368,83;4928102,14;11819794,41;16254440,63;17617638,09;36653803,56;
3021152;"Suchy Las (2)";23235129,01;25025741,80;29776325,09;38031494,38;73230048,15;33718746,43;28694832,32;19217946,76;48157154,65;58313401,50;
3021163;"Swarzędz (3)";43450137,76;37949842,83;63368316,88;51472329,34;57709076,33;49286326,43;60471290,80;87713048,43;90247969,41;90474718,49;
3021172;"Tarnowo Podgórne (2)";28020257,96;43173357,82;56053399,14;52735465,30;65911542,19;54847579,70;46393538,43;53390121,81;115585755,30;95050316,14;
3022000;"Powiat rawicki";20863733,24;21621178,85;45426184,01;51911497,55;50409315,68;38186381,99;52489813,03;68522567,80;101241855,38;132948830,15;
3022013;"Bojanowo (3)";2020615,85;2387169,92;2523150,51;4531740,95;3390756,31;2848512,34;2474327,71;2468955,96;13110229,89;12678403,19;
3022023;"Jutrosin (3)";2816039,58;5019044,40;1929094,20;4414112,94;4506817,41;4460640,59;6955494,61;11949446,67;26616676,37;19707118,81;
3022033;"Miejska Górka (3)";2885493,65;1488882,33;10107155,12;12782915,88;4320376,47;2533581,88;7846578,40;24712370,70;13254010,73;36109718,34;
3022042;"Pakosław (2)";1360359,36;1363984,05;3223086,58;1672973,03;656625,02;1669627,86;7920375,50;6083592,50;17682489,60;8859013,25;
3022053;"Rawicz (3)";11781224,80;11362098,15;27643697,60;28509754,75;37534740,47;26674019,32;27293036,81;23308201,97;30578448,79;55594576,56;
3023000;"Powiat słupecki";21302243,60;13409330,90;29603436,31;27824950,71;52805959,53;33573345,46;40155817,74;72912494,55;112273345,99;109106203,69;
3023011;"Słupca (1)";3320442,52;2476035,74;2205843,08;6520996,07;13711528,58;6411782,03;5267117,17;6257772,15;3362365,83;15692481,16;
3023022;"Lądek (2)";857531,58;958688,17;6506675,92;2461724,88;3335099,98;2514864,35;4073369,56;12671110,17;10910727,81;13059830,56;
3023032;"Orchowo (2)";1466960,01;451153,00;1167203,50;1558237,14;4055476,59;444523,90;1695719,88;2638255,82;9719379,86;7433310,45;
3023042;"Ostrowite (2)";3533142,20;2689503,62;4418057,24;1941852,99;5403160,73;8430128,73;7093256,44;19612617,68;24335701,75;23751792,60;
3023052;"Powidz (2)";3488099,52;935692,64;1079005,12;3786080,74;2297726,23;4053797,14;5047229,77;8224180,98;32460279,50;20953595,70;
3023062;"Słupca (2)";2738183,70;1954785,28;7047299,91;2156260,82;1386350,99;1231685,09;1888442,11;2484503,59;5408420,76;5082911,64;
3023072;"Strzałkowo (2)";3898092,84;2089678,45;2902727,32;4892069,74;8193488,03;3953373,79;5343954,93;10922006,87;13310839,56;10973174,59;
3023083;"Zagórów (3)";1999791,23;1853794,00;4276624,22;4507728,33;14423128,40;6533190,43;9746727,88;10102047,29;12765630,92;12159106,99;
3024000;"Powiat szamotulski";41867861,54;36392859,99;70659756,73;84586335,65;58116603,45;49662118,10;61623626,25;68650721,29;115504543,80;92213710,98;
3024011;"Obrzycko (1)";434066,65;176775,12;480812,44;1023133,19;270753,02;1730489,75;698006,53;2691977,81;1268776,37;4957163,67;
3024022;"Duszniki (2)";4543730,84;4406231,27;5236444,80;6481862,74;3594524,31;2750983,93;4063436,86;5511283,72;8660327,86;6470959,98;
3024032;"Kaźmierz (2)";1022725,05;4125200,53;5055732,73;11482776,44;2522801,04;1349641,51;4474448,83;5042061,19;15608065,53;16315769,89;
3024042;"Obrzycko (2)";494816,45;948142,02;3155879,89;9797863,21;1342742,97;6055049,31;2026118,55;5774859,29;12789798,54;8105413,11;
3024053;"Ostroróg (3)";3079514,84;1328879,88;1551814,09;3693468,91;1107583,02;1095115,77;1909639,17;2453483,63;6878238,36;7923064,43;
3024063;"Pniewy (3)";11093913,78;3856349,41;10516820,25;9656277,62;11921751,74;11664101,82;24311209,39;10554098,13;16544878,76;14494731,81;
3024073;"Szamotuły (3)";12993046,32;11959302,50;26478345,93;22958543,48;20628267,25;15125586,86;13983909,84;19448653,67;10599752,91;19574977,84;
3024083;"Wronki (3)";8206047,61;9591979,26;18183906,60;19492410,06;16728180,10;9891149,15;10156857,08;17174303,85;43154705,47;14371630,25;
3025000;"Powiat średzki";36965116,47;35619591,81;27000165,47;40950006,36;39807834,64;58326083,15;25273612,45;57590684,74;63506514,99;72657958,03;
3025012;"Dominowo (2)";1136546,85;968178,28;3997535,24;4915615,42;1168443,79;851716,98;859801,85;2570949,13;8788933,21;17238448,43;
3025022;"Krzykosy (2)";3401098,48;4091618,77;2390745,45;4349785,92;14512659,86;32962769,92;5526966,20;11098022,43;15528584,20;14405660,18;
3025032;"Nowe Miasto nad Wartą (2)";1597121,13;1024861,21;1847579,46;3098637,40;2739435,16;7243197,38;4243110,30;6380266,72;6108945,74;6728138,26;
3025043;"Środa Wielkopolska (3)";26245642,88;23912049,07;15676904,54;23656437,39;15117367,72;13664134,10;12861632,63;32441190,75;26848006,14;28092037,81;
3025052;"Zaniemyśl (2)";4584707,13;5622884,48;3087400,78;4929530,23;6269928,11;3604264,77;1782101,47;5100255,71;6232045,70;6193673,35;
3026000;"Powiat śremski";18643964,30;22673744,24;28568458,60;28736944,08;25499677,34;26503639,89;49708982,96;47221608,66;47243534,98;47151139,29;
3026012;"Brodnica (2)";2099523,37;1884964,62;2889033,66;1017612,68;1283244,84;410301,47;2029311,22;9130898,88;9081008,49;5550926,57;
3026023;"Dolsk (3)";4054507,98;5640841,39;579435,50;746717,25;846846,10;854882,41;576280,56;1808308,00;6649944,73;6953696,02;
3026033;"Książ Wielkopolski (3)";2857781,86;3334669,45;7991993,31;3927525,54;3606123,97;7051877,10;14920297,63;9944308,01;9953341,02;7768790,66;
3026043;"Śrem (3)";9632151,09;11813268,78;17107996,13;23045088,61;19763462,43;18186578,91;32183093,55;26338093,77;21559240,74;26877726,04;
3027000;"Powiat turecki";32129690,58;29789332,61;55854338,19;84100268,12;67331829,88;42364301,82;50677352,32;84255642,51;184640520,17;161620305,75;
3027011;"Turek (1)";6904638,93;5565035,62;12462789,89;13440409,15;27709347,97;4107500,68;11649513,24;15906368,17;26400434,17;12216929,36;
3027022;"Brudzew (2)";3624113,36;2839024,55;6489153,71;5114048,07;3685261,19;2472962,17;5861833,17;5475591,99;10384541,73;23196712,17;
3027033;"Dobra (3)";2855628,12;2936935,91;8277773,24;13504069,13;7374824,44;4950625,45;4758427,15;7675617,94;19955574,28;12116056,71;
3027042;"Kawęczyn (2)";1823251,63;965017,40;5087309,54;3640216,07;3499987,10;5826027,32;2710863,77;3835995,81;15202748,42;12433054,33;
3027052;"Malanów (2)";2559331,04;2961119,20;5010013,04;6212861,79;3525731,77;8996493,21;4740840,18;10449713,11;19621073,61;13607868,51;
3027062;"Przykona (2)";2828795,18;5167333,87;3792996,50;10405182,12;3098122,97;3308118,90;3831100,53;6977122,47;9992557,91;20083789,17;
