"Kod";"Nazwa";"gminy łącznie z miastami na prawach powiatu;razem;2015;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2016;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2017;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2018;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2019;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2020;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2021;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2022;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2023;[zł]";"gminy łącznie z miastami na prawach powiatu;razem;2024;[zł]";
3028000;"Powiat wągrowiecki";107856911,99;119619569,86;130317729,14;130783658,76;149961848,58;158693102,52;177553304,55;206394579,67;209529517,24;228223310,96;
3028011;"Wągrowiec (1)";40453946,37;45990173,07;45450942,51;49930083,21;57266100,96;56601520,05;71565301,27;65999806,40;85793751,87;89568445,49;
3028022;"Damasławek (2)";8225177,25;8707528,69;9124293,45;9592299,75;10751860,84;13668907,59;11679091,88;16398446,97;16672091,34;18762667,60;
3028033;"Gołańcz (3)";13674339,62;13343248,35;20957989,06;13425158,17;15935418,26;16515798,84;16243255,56;29370637,69;18881764,23;20819253,14;
3028042;"Mieścisko (2)";9062405,44;9761614,21;11580661,22;11305576,89;13860921,34;16895078,46;19196072,26;19848966,76;19633372,86;;
3028043;"Mieścisko (3)";;;;;;;;;;19315765,12;
3028053;"Skoki (3)";18956264,44;22040706,46;22479296,56;24380762,95;25355353,10;26832670,30;28848512,90;37216042,75;36016992,48;38976756,41;
3028062;"Wapno (2)";3596061,18;3946903,10;4001367,36;4131239,05;4236859,46;5358965,28;5086303,68;8774284,58;5987761,93;6392628,44;
3028072;"Wągrowiec (2)";13888717,69;15829395,98;16723178,98;18018538,74;22555334,62;22820162,00;24934767,00;28786394,52;26543782,53;34387794,76;
3029000;"Powiat wolsztyński";84185730,70;88522134,93;96797162,77;104198839,49;112033997,80;116081325,19;132824862,94;142569626,10;141001680,52;185802696,70;
3029012;"Przemęt (2)";17398575,34;17313820,58;18048455,60;20436876,35;21423336,81;21578491,81;25646134,24;28670522,73;27971551,69;29895741,29;
3029022;"Siedlec (2)";16731373,77;18185183,47;20267609,21;21790115,38;24810446,00;24398468,80;26140584,82;33083071,36;28427642,96;36919107,51;
3029033;"Wolsztyn (3)";50055781,59;53023130,88;58481097,96;61971847,76;65800214,99;70104364,58;81038143,88;80816032,01;84602485,87;118987847,90;
3030000;"Powiat wrzesiński";143437104,07;131810033,22;149508319,35;157137339,50;201624125,84;217287155,07;211127286,83;247449390,97;234404895,55;269643729,12;
3030012;"Kołaczkowo (2)";6571790,94;7124440,57;7490029,58;7613949,46;8770063,64;11663635,75;11034861,80;16020012,95;13398155,81;14245704,88;
3030023;"Miłosław (3)";12341350,75;13722762,41;16053619,85;17515928,90;19562955,45;17136130,89;20309452,63;23602745,26;22441592,98;27114761,85;
3030033;"Nekla (3)";14475678,82;15919151,11;18305409,52;19021201,45;21407735,48;24589331,00;27488629,55;30891300,13;30404379,53;33674945,38;
3030043;"Pyzdry (3)";6721642,45;7344313,34;8145506,98;8095333,21;9800099,06;12787644,15;11917462,46;16610390,71;15813687,34;15527375,19;
3030053;"Września (3)";103326641,11;87699365,79;99513753,42;104890926,48;142083272,21;151110413,28;140376880,39;160324941,92;152347079,89;179080941,82;
3031000;"Powiat złotowski";95282034,89;101452493,51;103556586,21;110087333,15;124515233,90;133143209,62;149485019,05;166796242,46;169741057,96;203441461,41;
3031011;"Złotów (1)";31166911,32;32361482,25;35651313,74;36790778,74;40549873,81;42887811,55;55590141,55;50611656,99;53308705,09;69574605,03;
3031023;"Jastrowie (3)";14666755,45;15481876,74;17492631,19;17331989,49;21530627,64;20533093,21;22321541,45;26297300,22;27166304,32;32761473,53;
3031033;"Krajenka (3)";11174595,22;16435470,91;11096857,60;12406823,15;13804712,58;14242197,30;15105380,12;17729205,73;17499095,66;19576402,98;
3031042;"Lipka (2)";6414145,90;5577548,62;5873992,50;6502625,66;6591068,37;8865047,22;8954046,35;10847504,23;16619018,93;13642202,59;
3031053;"Okonek (3)";12295802,91;11888146,34;11897592,67;13489457,01;15520047,40;16747141,95;18533789,23;20982451,53;18282199,04;25683060,95;
3031062;"Tarnówka (2)";4361106,25;4560340,12;4533876,54;4971829,12;4896816,66;6164156,62;5502570,40;8567182,52;7301153,02;8371713,00;
3031072;"Zakrzewo (2)";4640467,16;5132386,45;6595534,26;6251803,70;6836327,20;8236345,04;8378117,59;11835629,49;9865748,62;10992948,10;
3031082;"Złotów (2)";10562250,68;10015242,08;10414787,71;12342026,28;14785760,24;15467416,73;15099432,36;19925311,75;19698833,28;22839055,23;
3061000;"Powiat m. Kalisz";239047909,72;269096960,08;286935129,10;314726758,52;343832946,43;366539406,33;422424335,23;420913688,53;392162210,10;481043583,61;
3061011;"Kalisz (1)";239047909,72;269096960,08;286935129,10;314726758,52;343832946,43;366539406,33;422424335,23;420913688,53;392162210,10;481043583,61;
3062000;"Powiat m. Konin";228048796,31;227759001,49;231477857,32;247805276,50;260903854,14;309766235,49;294532385,03;315345756,31;303112545,44;389156155,09;
3062011;"Konin (1)";228048796,31;227759001,49;231477857,32;247805276,50;260903854,14;309766235,49;294532385,03;315345756,31;303112545,44;389156155,09;
3063000;"Powiat m. Leszno";155257987,72;167928437,75;176533135,30;192376236,94;203560484,75;227964214,29;232668748,12;249993951,74;247841399,31;291560268,06;
3063011;"Leszno (1)";155257987,72;167928437,75;176533135,30;192376236,94;203560484,75;227964214,29;232668748,12;249993951,74;247841399,31;291560268,06;
3064000;"Powiat m. Poznań";2004613887,08;2127838158,93;2298017285,24;2451093457,91;2656515009,45;2664274756,55;2909553821,94;3300917103,18;3203657249,54;4119657147,39;
3064011;"Poznań (1)";2004613887,08;2127838158,93;2298017285,24;2451093457,91;2656515009,45;2664274756,55;2909553821,94;3300917103,18;3203657249,54;4119657147,39;
3200000;"ZACHODNIOPOMORSKIE";4203395626,68;4424038948,03;4658837964,49;4886692571,72;5124210693,47;5738794977,04;6134928161,72;6904977834,32;6724910903,83;7976710602,95;
3201000;"Powiat białogardzki";98000730,47;94723631,35;109460702,42;108083068,51;121505690,60;116636040,49;133001227,63;159832246,90;165187733,50;167892372,44;
3201011;"Białogard (1)";41859282,78;43398733,69;44894406,06;47632838,39;57411916,28;55140911,79;63724111,62;74444646,74;70148907,47;80015450,33;
3201022;"Białogard (2)";11751229,79;11947504,74;16438324,41;17365274,22;14410761,73;14986679,63;16596654,17;20272439,43;23347237,97;25796480,58;
3201033;"Karlino (3)";33529176,97;28562819,34;34066781,16;29156492,14;36197100,98;33010875,40;38152916,28;46588444,16;52862199,25;40991917,41;
3201043;"Tychowo (3)";10861040,93;10814573,58;14061190,79;13928463,76;13485911,61;13497573,67;14527545,56;18526716,57;18829388,81;21088524,12;
3202000;"Powiat choszczeński";75218509,50;78564981,44;79202678,20;84707753,88;97427590,30;103632172,06;104949984,35;135775302,14;118108678,67;134321632,10;
3202012;"Bierzwnik (2)";5866913,93;6428411,18;7006643,59;7329791,11;7325273,77;9069718,29;10512262,20;12454335,97;12496997,72;13749752,17;
3202023;"Choszczno (3)";37588863,94;38154732,17;38180635,40;38212282,40;51494142,85;44314943,56;45609372,19;46780289,99;48959717,15;61083720,80;
3202033;"Drawno (3)";9473884,91;8307705,15;8021641,61;10126411,88;9798224,14;13381692,86;13388542,49;15504291,02;14420015,61;14027174,92;
3202042;"Krzęcin (2)";5964319,09;7060025,37;7327068,29;7738205,84;6472002,97;7511975,22;8564263,86;12732536,78;11006183,66;11884856,65;
3202053;"Pełczyce (3)";9694158,43;11035359,88;10892693,58;12727746,99;13492068,28;17402470,87;15403502,69;31111222,29;19605402,37;19623688,83;
3202063;"Recz (3)";6630369,20;7578747,69;7773995,73;8573315,66;8845878,29;11951371,26;11472040,92;17192626,09;11620362,16;13952438,73;
3203000;"Powiat drawski";126595465,82;126920826,87;133367922,59;140768707,43;150985247,20;158354462,80;167750541,59;187509015,15;191511831,47;220230699,16;
3203013;"Czaplinek (3)";20956212,44;19846002,16;22631024,78;23298564,60;28423577,20;29920205,13;28187011,63;33528957,34;33623895,31;36293213,98;
3203023;"Drawsko Pomorskie (3)";38778758,82;41221737,11;40188770,67;41644844,34;48824379,99;52224227,84;53823157,30;59514630,94;63984398,03;73747391,34;
3203033;"Kalisz Pomorski (3)";29586398,12;27937662,42;28113849,62;32238934,26;31969361,54;30935909,79;33320141,61;37107684,53;37911105,79;45867717,15;
3203042;"Ostrowice (2)";3868512,44;3690722,04;3851918,92;4226214,05;;;;;;;
3203052;"Wierzchowo (2)";7358536,02;6584705,00;9822766,54;8829373,52;9118406,60;10469400,68;11055559,11;15055584,58;12942546,43;14311830,52;
3203063;"Złocieniec (3)";26047047,98;27639998,14;28759592,06;30530776,66;32649521,87;34804719,36;41364671,94;42302157,76;43049885,91;50010546,17;
3204000;"Powiat goleniowski";162067483,74;167312796,76;173854782,16;172497311,97;206583870,82;222845825,21;241316876,30;277815811,64;309688385,76;315338957,55;
3204023;"Goleniów (3)";91507053,73;100042382,51;106278857,46;102248743,88;122434038,61;130580923,67;146674987,43;157894795,03;198682293,88;188411044,77;
3204033;"Maszewo (3)";10187175,46;10738848,77;10858793,07;12223080,25;14687431,41;16630627,25;16743030,16;20326323,45;18862036,20;22775263,51;
3204043;"Nowogard (3)";36346709,13;32982173,74;34052859,93;34152386,54;42430628,51;43325213,94;48511469,62;49873094,39;54627731,31;61896610,89;
3204052;"Osina (2)";4641081,91;4637356,12;4220012,71;4917140,96;4857735,10;5920821,56;5724717,89;9301615,41;7934298,44;8525500,20;
3204062;"Przybiernów (2)";7728965,78;8077100,95;7688424,54;8602894,11;10762193,37;14228201,84;11274770,25;14094288,85;13382687,20;14380846,74;
3204073;"Stepnica (3)";11656497,73;10834934,67;10755834,45;10353066,23;11411843,82;12160036,95;12387900,95;26325694,51;16199338,73;19349691,44;
3205000;"Powiat gryficki";148895092,04;175084168,40;222153005,95;169061071,42;173055918,07;182471488,96;200732406,55;250122570,42;227862669,50;270385411,68;
3205012;"Brojce (2)";3224916,87;3493704,53;4211315,51;4354794,82;5325555,72;9387224,21;6807563,95;9876518,88;6754894,60;7736724,19;
3205023;"Gryfice (3)";44197261,78;45787423,34;50997569,79;51894133,23;54753983,10;60010907,10;63927868,42;70142175,62;69398405,89;82989261,15;
3205032;"Karnice (2)";9230848,04;7433233,72;10076829,01;9088598,14;9824379,16;10388990,79;9959188,35;18653986,90;19071241,24;17153244,87;
3205043;"Płoty (3)";11207288,09;11402192,88;13160808,64;13636892,17;16766393,75;20096698,32;19471120,31;20498458,45;19239947,78;23919655,10;
3205072;"Rewal (2)";47374090,84;70912746,36;97336713,40;46899057,37;45456697,38;41403552,47;48602650,01;57751779,28;60070211,93;71486100,21;
3205083;"Trzebiatów (3)";33660686,42;36054867,57;46369769,60;43187595,69;40928908,96;41184116,07;51964015,51;73199651,29;53327968,06;67100426,16;
3206000;"Powiat gryfiński";155200253,09;162394355,41;170757260,59;180786639,78;193146772,96;239055205,59;224483598,06;262006450,00;248895998,38;293849515,77;
3206012;"Banie (2)";8801011,68;9872119,57;8586078,25;9968322,95;9601714,73;15345833,53;14470046,13;15090761,54;17058372,58;18579997,14;
3206023;"Cedynia (3)";9277355,88;10601970,18;10040667,96;10479455,44;12298930,81;17598223,46;12749906,65;15664154,20;14250407,60;14562358,32;
3206033;"Chojna (3)";18015430,05;19859687,72;24129611,23;26402510,54;28089594,23;38011888,22;32960804,91;36241783,42;32171860,03;38998779,93;
3206043;"Gryfino (3)";77202122,98;82177114,57;84489639,34;90218932,68;98771342,76;111398080,09;113729384,59;125040548,89;125356451,13;148869280,69;
3206053;"Mieszkowice (3)";12210506,52;10841164,27;13743948,93;13177843,36;12166777,44;16735155,68;13605730,29;18325073,91;15687306,65;18203996,85;
3206063;"Moryń (3)";5695519,12;5043129,26;5486130,09;5747310,78;5923989,43;8227652,63;7480216,17;10585765,72;8407745,37;10391676,00;
3206072;"Stare Czarnowo (2)";8925187,14;8674904,99;10171664,29;9919255,85;10106963,12;11452913,25;10795434,74;14013632,26;12619001,62;15595430,48;
3206083;"Trzcińsko-Zdrój (3)";7444157,59;7465055,19;7368620,81;7100836,36;8085998,15;9741893,01;9469676,19;13500305,96;10905107,45;13003108,94;
3206092;"Widuchowa (2)";7628962,13;7859209,66;6740899,69;7772171,82;8101462,29;10543565,72;9222398,39;13544424,10;12439745,95;15644887,42;
3207000;"Powiat kamieński";125184346,47;142379936,70;150207524,35;154669368,65;144129236,80;183269847,09;215763712,64;242769420,16;242456562,16;270052263,37;
3207013;"Dziwnów (3)";22908718,65;29479513,04;34248259,09;36861194,93;28607206,93;34529443,48;34498486,87;44042492,51;36741008,78;41714121,63;
3207023;"Golczewo (3)";8578716,90;10753161,90;9088940,61;10497865,91;12284748,07;16468962,08;12654231,35;15692288,53;16854234,32;18867237,62;
3207033;"Kamień Pomorski (3)";26266836,94;29339574,86;27634177,92;28843030,47;30401688,18;32769134,42;39167856,82;48795500,60;37116501,24;44799801,77;
3207043;"Międzyzdroje (3)";35131355,70;43460598,38;44867437,39;42994316,65;40531242,65;52385275,71;72270163,00;67714747,41;96405171,38;105099796,33;
3207052;"Świerzno (2)";5225731,68;5437911,84;4761581,15;5450144,27;7081405,22;8084384,83;9922915,35;13136180,72;10986962,49;12133658,19;
3207063;"Wolin (3)";27072986,60;23909176,68;29607128,19;30022816,42;25222945,75;39032646,57;47250059,25;53388210,39;44352683,95;47437647,83;
3208000;"Powiat kołobrzeski";230048227,79;239896222,27;296646966,05;274089600,43;298464923,43;329304940,51;353903983,00;447127844,49;389002743,60;474049969,71;
3208011;"Kołobrzeg (1)";126505165,55;136465869,18;164439974,21;162358714,91;160923353,30;167882093,49;199008152,49;233740408,22;229868347,12;289775920,91;
3208022;"Dygowo (2)";12054267,16;11636540,57;20613296,10;13265351,52;14191326,91;26914045,04;15452413,31;25767214,19;17683148,40;19193629,58;
3208033;"Gościno (3)";14724566,45;13302816,17;17230018,87;14329289,23;20341513,81;25829822,83;17672916,88;26110815,46;19285787,72;19041544,69;
3208042;"Kołobrzeg (2)";36476255,06;37088197,16;49485531,29;42614185,58;51825338,06;50313184,87;52440056,72;84849075,28;58034721,31;71567420,32;
3208052;"Rymań (2)";10073236,99;10632099,22;9832602,24;8959764,21;14074733,63;19259277,86;22067934,57;19409592,73;14784761,87;24735039,61;
3208062;"Siemyśl (2)";6919255,71;6620038,94;7357595,51;8390074,29;8075281,52;9684136,62;11242739,05;12511164,85;12114550,18;14702202,09;
3208072;"Ustronie Morskie (2)";23295480,87;24150661,03;27687947,83;24172220,69;29033376,20;29422379,80;36019769,98;44739573,76;37231427,00;35034212,51;
3209000;"Powiat koszaliński";157185242,86;167617992,65;162894461,43;188236768,82;196562702,58;213529381,13;234460042,86;278533649,39;252078577,76;337873962,41;
3209012;"Będzino (2)";19524381,93;20831705,78;21723130,81;22286171,13;27201466,72;25597800,70;27433362,54;33125538,81;29373740,76;38862138,23;
3209022;"Biesiekierz (2)";16416971,83;18731557,67;20192116,80;22432862,25;23621927,77;28509814,12;29411522,18;34034765,53;31250607,02;42092354,64;
3209033;"Bobolice (3)";17498630,23;16583832,83;17059655,00;21608044,09;18608661,68;19018535,06;19962842,93;24802740,09;20316737,91;24556314,35;
3209042;"Manowo (2)";14797445,73;12470319,27;12212989,26;19692150,40;16655728,51;15435529,98;17136274,50;22186728,17;16749504,22;19367884,37;
3209052;"Mielno (2)";33904991,29;38590760,73;;;;;;;;;
3209053;"Mielno (3)";;;36716532,07;37692325,45;41018680,08;41506722,97;50487486,46;59925611,54;57298604,85;63146316,37;
3209063;"Polanów (3)";14934951,80;16733359,07;14907834,13;17590107,11;20832535,20;18225391,31;25262745,94;27747936,20;25382219,20;56913174,26;
3209073;"Sianów (3)";23314444,72;28010944,26;23389821,95;26145161,95;27291387,74;37671941,29;36518951,28;42567794,84;41326124,43;52548399,39;
3209082;"Świeszyno (2)";16793425,33;15665513,04;16692381,41;20789946,44;21332314,88;27563645,70;28246857,03;34142534,21;30381039,37;40387380,80;
3210000;"Powiat myśliborski";135164035,95;138446718,06;151031947,04;155267568,53;167763108,68;186404334,92;208237287,12;224244498,69;244565718,29;261898754,47;
3210013;"Barlinek (3)";41392135,73;38979705,65;45278102,85;41063338,08;46514657,29;51269067,32;55847166,55;56190805,64;79713446,04;69224452,23;
3210022;"Boleszkowice (2)";6380248,80;6969619,13;6939668,01;8092907,35;5981654,57;7724502,84;7686654,75;17234824,54;9694116,57;12183926,72;
3210033;"Dębno (3)";50215576,74;53778326,36;56448000,39;60979922,91;64529677,99;67462025,66;77459249,67;77000397,68;78735497,00;96120977,50;
3210043;"Myślibórz (3)";32343692,88;33578002,04;37320960,26;39954647,92;44603472,98;51015544,94;59381809,55;63686779,91;66064453,06;74237182,38;
3210052;"Nowogródek Pomorski (2)";4832381,80;5141064,88;5045215,53;5176752,27;6133645,85;8933194,16;7862406,60;10131690,92;10358205,62;10132215,64;
3211000;"Powiat policki";220087701,33;227968810,82;256567564,58;277748827,51;309635728,39;319580017,86;365581835,25;370881591,76;385686178,07;513359845,10;
3211012;"Dobra (Szczecińska) (2)";59793746,80;63099583,44;80877380,89;86402031,15;99252313,53;105479803,28;113307008,35;126343975,37;142299610,38;170731955,38;
3211022;"Kołbaskowo (2)";32104823,75;39843763,44;40365581,35;49479177,23;56964460,95;62457995,94;87275758,04;73130284,18;69086998,89;88864583,80;
3211033;"Nowe Warpno (3)";7618493,51;4940237,72;4199832,70;4391212,51;5169676,56;5883878,23;5608000,76;8477322,16;6734477,79;15630453,92;
3211043;"Police (3)";120570637,27;120085226,22;131124769,64;137476406,62;148249277,35;145758340,41;159391068,10;162930010,05;167565091,01;238132852,00;
3212000;"Powiat pyrzycki";59944735,72;61372383,26;63033761,62;67766744,83;75149501,68;86133990,30;85140304,49;124353379,22;94804416,87;113251019,39;
3212012;"Bielice (2)";4139744,44;4268286,11;4518282,27;4407538,86;4501218,80;6166734,75;5152532,31;10372280,92;6304316,23;7736056,57;
3212022;"Kozielice (2)";5662492,40;6742764,25;5764529,74;6436455,37;7006772,81;10889574,33;7051462,31;29971202,86;7666538,06;10945134,00;
3212033;"Lipiany (3)";6694672,39;6378932,78;6825255,27;7253029,46;8071369,38;8850181,53;8849080,30;13870527,11;10802828,46;11090089,91;
3212042;"Przelewice (2)";9956733,69;10110728,18;10088698,03;10521299,31;11698654,79;12727508,59;12826221,11;15295110,97;15277396,11;19895463,13;
3212053;"Pyrzyce (3)";29859819,87;29910792,98;31347643,69;34845246,03;39435912,15;39223503,24;45254991,52;46521615,20;48330400,01;54364374,94;
3212062;"Warnice (2)";3631272,93;3960878,96;4489352,62;4303175,80;4435573,75;8276487,86;6006016,94;8322642,16;6422938,00;9219900,84;
3213000;"Powiat sławieński";147950978,66;144840682,85;164273839,04;181123920,25;188089221,77;188129386,90;219521571,82;282308479,09;223990497,00;232547917,50;
3213011;"Darłowo (1)";30834680,58;36969002,58;41049608,36;38534187,45;51634234,45;51775211,24;63388765,33;63005226,02;56790115,01;51197725,67;
3213021;"Sławno (1)";22329380,67;23383024,25;23950857,63;25369688,38;26773505,39;30771044,03;29076043,37;37989890,57;28153282,45;33503344,82;
3213032;"Darłowo (2)";37570704,95;29107456,70;34820458,63;56076693,83;33031221,84;36800535,00;44973454,63;69136297,47;43423577,56;49212997,09;
3213042;"Malechowo (2)";17242307,85;14458068,41;16375793,19;15210089,60;18132623,31;16059716,43;21207927,17;29445784,49;21090541,19;23117941,95;
3213052;"Postomino (2)";24566871,98;25898689,77;29059190,58;29489219,16;42098365,93;34412299,85;41843716,18;52775244,01;51440069,71;46623248,63;
3213062;"Sławno (2)";15407032,63;15024441,14;19017930,65;16444041,83;16419270,85;18310580,35;19031665,14;29956036,53;23092911,08;28892659,34;
